VERSIE,DATUM_BESTAND,PEILDATUM,DIAGNOSE_CD,SPECIALISME_CD,DIAGNOSE_OMSCHRIJVING
1.0,2017-04-18,2017-04-01,227,0362,Overige schouder- en armvenen
1.0,2017-04-18,2017-04-01,4805,0308,voorbereiding donorprocedure
1.0,2017-04-18,2017-04-01,245,0304,Correctie epispadie
1.0,2017-04-18,2017-04-01,337,0303,Pancreatitis
1.0,2017-04-18,2017-04-01,1089,0305,ICC
1.0,2017-04-18,2017-04-01,378,0304,Verwijdering boventallige vinger of teen
1.0,2017-04-18,2017-04-01,3002,0305,Aangezichtsbeenderen/kaak
1.0,2017-04-18,2017-04-01,84,0302,Maligne tumor hals
1.0,2017-04-18,2017-04-01,1110,0328,Longbespreking zonder ok
1.0,2017-04-18,2017-04-01,1470,0328,Segmentresectie
1.0,2017-04-18,2017-04-01,1801,0308,Schedel: re-exploratie wgs directe postoperatieve complicatie
1.0,2017-04-18,2017-04-01,168,0362,Arteria renalis
1.0,2017-04-18,2017-04-01,22,0390,ICC
1.0,2017-04-18,2017-04-01,413,0303,Lymfoedeem primair en secundair bovenste extremiteiten
1.0,2017-04-18,2017-04-01,135,0303,Dupuytren
1.0,2017-04-18,2017-04-01,332,0304,Tenolyse
1.0,2017-04-18,2017-04-01,2400,0328,CABG (>=2 art. grafts)
1.0,2017-04-18,2017-04-01,219,0313,Overige schildklieraandoeningen
1.0,2017-04-18,2017-04-01,1201,0308,"Conservatieve behandeling, incl. evt drukregistratie en/of hydrocefalus behandeling + of - coiling"
1.0,2017-04-18,2017-04-01,2205,0308,Vasculaire malformatie ruggenmerg: operatieve behandeling
1.0,2017-04-18,2017-04-01,1409,0330,Overig letsel hoofd
1.0,2017-04-18,2017-04-01,607,0318,HNPCC
1.0,2017-04-18,2017-04-01,4111,0305,ATLS-opvang multitrauma ISS >=16
1.0,2017-04-18,2017-04-01,1499,0316,overige infecties
1.0,2017-04-18,2017-04-01,712,0318,Maligniteit in lever
1.0,2017-04-18,2017-04-01,044,0304,"Transplantatie w.o. in FG >3%, (voor secundaire correcties zie ad 02_)"
1.0,2017-04-18,2017-04-01,506,0313,Arteriitis temp. polymyalgia rheumatica
1.0,2017-04-18,2017-04-01,521,0313,Reumatoïde artritis
1.0,2017-04-18,2017-04-01,505,0304,"Herstel defect/tekort niet in FG, waarvoor transpositie of transplantatie >3%, of sluiten defect/tekort w.o. in FG 1-3%, incl. evt. verwijderen TE"
1.0,2017-04-18,2017-04-01,216,0304,"Capsul(ect)omie evt vervangen protheses, verwijderen protheses, enkel- of dubbelzijdig"
1.0,2017-04-18,2017-04-01,360,0304,"Inspuiting(en), volledige behandeling: gewrichten"
1.0,2017-04-18,2017-04-01,399,0324,Overige vasculitis/systeemziekten
1.0,2017-04-18,2017-04-01,2099,0305,N.n.o. enkel en voet
1.0,2017-04-18,2017-04-01,Z21,0307,Begeleiding graviditeit in verband met ernstige pre-eclampsie
1.0,2017-04-18,2017-04-01,326,0313,Chronische hemodialyse in het ziekenhuis passief
1.0,2017-04-18,2017-04-01,337,0313,Chronische hemodialyse thuis met verpleegkundige
1.0,2017-04-18,2017-04-01,1512,0322,Extrapulmonale Tuberculose
1.0,2017-04-18,2017-04-01,1901,0322,Slaapaandoeningen overige
1.0,2017-04-18,2017-04-01,402,0320,Overige supraventriculaire hartritmestoornissen
1.0,2017-04-18,2017-04-01,D15,0327,Neurologische aand. klasse 5
1.0,2017-04-18,2017-04-01,2150,0305,Endoprothese controle
1.0,2017-04-18,2017-04-01,V35,0307,Intra-uteriene ingrepen
1.0,2017-04-18,2017-04-01,1550,0305,Bursitis olecrani
1.0,2017-04-18,2017-04-01,708,0318,Cirrose gecompenseerd
1.0,2017-04-18,2017-04-01,17,0302,Vertigo
1.0,2017-04-18,2017-04-01,18,0310,Proctologische dermatosen
1.0,2017-04-18,2017-04-01,323,0362,Maag
1.0,2017-04-18,2017-04-01,5105,0316,Pathologische fracturen
1.0,2017-04-18,2017-04-01,348,0362,Prostaat en Vesiculae Seminalis
1.0,2017-04-18,2017-04-01,5108,0316,"Standsafwijkingen (oa. genua vara, scoliose, klompvoet)"
1.0,2017-04-18,2017-04-01,E12,0327,Dwarslaesie 2
1.0,2017-04-18,2017-04-01,2020,0305,OD talus
1.0,2017-04-18,2017-04-01,7702,0316,Coma
1.0,2017-04-18,2017-04-01,A25,0327,Multitrauma klasse 5
1.0,2017-04-18,2017-04-01,3505,0316,Hersentumor
1.0,2017-04-18,2017-04-01,E6,0326,Overig/e.c.i.
1.0,2017-04-18,2017-04-01,K1,0326,Verdenking voedselallergie niet anafylaxie/eczeem/urticaria angioedeem
1.0,2017-04-18,2017-04-01,1698,0305,Pijn e.c.i. hand/pols
1.0,2017-04-18,2017-04-01,7925,0316,Begeleiding stamceltransplantatie donor
1.0,2017-04-18,2017-04-01,326,0303,Crohn (enteritis regionalis)
1.0,2017-04-18,2017-04-01,403,0301,Allergische conjunctivitis
1.0,2017-04-18,2017-04-01,509,0301,Overige pathologie uvea
1.0,2017-04-18,2017-04-01,73,0302,Benigne tumor speekselklieren
1.0,2017-04-18,2017-04-01,026,0313,Screening cardiovasculaire risicofactoren
1.0,2017-04-18,2017-04-01,3106,0316,Laryngo(tracheo)malacie
1.0,2017-04-18,2017-04-01,1220,0328,Parasternale mediastinotomie
1.0,2017-04-18,2017-04-01,0191,0330,Specifieke neuro-infecties
1.0,2017-04-18,2017-04-01,403,0313,Mycobacteriële infecties
1.0,2017-04-18,2017-04-01,3211,0305,Tenen
1.0,2017-04-18,2017-04-01,959,0313,Overige lever- en galwegaandoeningen
1.0,2017-04-18,2017-04-01,7402,0316,Atopisch syndroom (longen en huid en KNO)
1.0,2017-04-18,2017-04-01,202,0303,Aangezichtsbeenderen / kaak
1.0,2017-04-18,2017-04-01,2505,0308,"HNP,chemonucleolysis en percutane nucleotomie of minimal invasive"
1.0,2017-04-18,2017-04-01,755,0318,Pancreasneoplasieën
1.0,2017-04-18,2017-04-01,608,0318,Familiaire poliepsyndromen
1.0,2017-04-18,2017-04-01,1701,0316,open ductus botalli
1.0,2017-04-18,2017-04-01,16,0302,Perceptieve slechthorendheid
1.0,2017-04-18,2017-04-01,1321,0308,Chronisch subduraal hematoom / hygroom: operatieve behandeling
1.0,2017-04-18,2017-04-01,5001,0316,Acuut reuma
1.0,2017-04-18,2017-04-01,0502,0330,Extrapyramidaal niet Morbus Parkinson
1.0,2017-04-18,2017-04-01,0522,0330,ALS
1.0,2017-04-18,2017-04-01,G30,0307,Premenstrueel syndroom (PMS)
1.0,2017-04-18,2017-04-01,1707,0316,"trombose / embolie, behalve cerebrovasculair"
1.0,2017-04-18,2017-04-01,357,0362,Spieren en pezen
1.0,2017-04-18,2017-04-01,262,0335,Decompensatio cordis
1.0,2017-04-18,2017-04-01,271,0335,Aandoeningen ademhalingswegen
1.0,2017-04-18,2017-04-01,801,0303,Congenitale AV malformatie
1.0,2017-04-18,2017-04-01,613,0313,allergische reactie op voeding
1.0,2017-04-18,2017-04-01,01,0329,"Stoornissen die meestal voor het eerst op de zuigelingenleeftijd, kinderleeftijd of in de adolescentie gediagnosticeerd worden"
1.0,2017-04-18,2017-04-01,321,0313,acute nierinsufficiëntie/anurie/oligurie
1.0,2017-04-18,2017-04-01,3408,0316,Myocarditis / cardiomyopathie
1.0,2017-04-18,2017-04-01,1892,0305,Overige posttraumatische afwijking knie
1.0,2017-04-18,2017-04-01,2004,0305,Corpus liberum enkel
1.0,2017-04-18,2017-04-01,8914,0316,SIDS-protocol
1.0,2017-04-18,2017-04-01,A35,0327,Aandoening arm/hand klasse 5
1.0,2017-04-18,2017-04-01,22,0306,Non-refluerende mega-ureter
1.0,2017-04-18,2017-04-01,764,0318,Partiële levertransplantatietraject ontvanger
1.0,2017-04-18,2017-04-01,701,0303,Brandwonden in gespecialiseerd brandwondencentrum met < 10% lichaamsoppervlak aangedaan
1.0,2017-04-18,2017-04-01,828,0303,Congenitaal Short Bowel syndroom
1.0,2017-04-18,2017-04-01,2205,0316,electrolytenstoornis
1.0,2017-04-18,2017-04-01,206,0318,Chronische intestinale pseudo-obstructiesyndroom
1.0,2017-04-18,2017-04-01,6099,0316,Overige hematologische aandoeningen
1.0,2017-04-18,2017-04-01,1250,0328,Tracheatectomie
1.0,2017-04-18,2017-04-01,0111,0330,Encefalitis
1.0,2017-04-18,2017-04-01,6201,0316,IgA- en/of IgG-subklasse deficiëntie
1.0,2017-04-18,2017-04-01,407,0318,"Maagcarcinoom, exclusief cardiacarcinoom"
1.0,2017-04-18,2017-04-01,043,0313,Symptomencomplex tgv chronisch alcoholgebruik
1.0,2017-04-18,2017-04-01,050,0313,Palliatieve zorg
1.0,2017-04-18,2017-04-01,3315,0308,Plexus brachialis: exploratie en/of reconstructie
1.0,2017-04-18,2017-04-01,979,0313,Overige maligniteiten tractus digestivus
1.0,2017-04-18,2017-04-01,133,0303,Epicondylitis medialis / lateralis
1.0,2017-04-18,2017-04-01,701,0320,Pericarditis
1.0,2017-04-18,2017-04-01,224,0313,Zwangerschapsdiabetes
1.0,2017-04-18,2017-04-01,3315,0316,Irritable bowel syndrome (IBS)
1.0,2017-04-18,2017-04-01,362,0304,Artroplastiek IG / MCP autoloog materiaal / kunststof gewricht + strekpeestranspositie (1 straal)
1.0,2017-04-18,2017-04-01,324,0362,Dunnedarm
1.0,2017-04-18,2017-04-01,906,0318,"Oncologie, niet G.E."
1.0,2017-04-18,2017-04-01,241,0303,Talus
1.0,2017-04-18,2017-04-01,8911,0316,"Malaise / moeheid eci (bv. postviraal, niet CVS)"
1.0,2017-04-18,2017-04-01,26,0320,hartfalen bij CMP
1.0,2017-04-18,2017-04-01,D26,0327,NMA klasse 6
1.0,2017-04-18,2017-04-01,E99,0327,Dwarslaesie nno
1.0,2017-04-18,2017-04-01,1880,0305,Osteochondritis dissecans
1.0,2017-04-18,2017-04-01,0222,0330,Primair neoplasma intraspinaal (benigne of maligne)
1.0,2017-04-18,2017-04-01,072,0306,Urethraruptuur/trauma
1.0,2017-04-18,2017-04-01,098,0306,Diverse urologische diagnose(n)
1.0,2017-04-18,2017-04-01,101,0324,Reumatoïde artritis
1.0,2017-04-18,2017-04-01,402,8418,Amputaties onderbeen en/of voet en/of tenen
1.0,2017-04-18,2017-04-01,7908,0316,Niertransplantatietraject donor
1.0,2017-04-18,2017-04-01,01,0302,Infectie / huidtumoren hoofd/hals
1.0,2017-04-18,2017-04-01,703,0303,Brandwonden in gespecialiseerd brandwondencentrum met 20-29 % lichaamsoppervlak aangedaan
1.0,2017-04-18,2017-04-01,163,0362,Arteria lienalis
1.0,2017-04-18,2017-04-01,108,0318,ambulante oesofagus pH meting*
1.0,2017-04-18,2017-04-01,011,0304,"Verwonding niet in FG, waarvoor transpositie / transplantatie< 1%, wondtoilet / hechten / plakken, kleine necrotectomie"
1.0,2017-04-18,2017-04-01,3104,0316,"Bovenste luchtweginfectie (rhinitis, otitis, tonsillitis)"
1.0,2017-04-18,2017-04-01,160,0389,Littekenpijn
1.0,2017-04-18,2017-04-01,1360,0328,Thoraxtrauma
1.0,2017-04-18,2017-04-01,2115,0308,Decompressie extradurale tumor wervelkolom: anterieur met spondylodese
1.0,2017-04-18,2017-04-01,604,0318,colitis diversen*
1.0,2017-04-18,2017-04-01,1102,0330,Intracerebrale bloeding
1.0,2017-04-18,2017-04-01,405,0303,Aneurysma aorta iliacaal
1.0,2017-04-18,2017-04-01,038,0306,Dysfunctional voiding
1.0,2017-04-18,2017-04-01,302,0303,"Benigne neoplasma schildklier (struma, nodus)"
1.0,2017-04-18,2017-04-01,140,0303,Kniekuil- Bakerse cyste
1.0,2017-04-18,2017-04-01,69,0320,overige vaataandoeningen / afwijkingen
1.0,2017-04-18,2017-04-01,412,0313,Leverabces nno
1.0,2017-04-18,2017-04-01,175,0303,Vasectomie
1.0,2017-04-18,2017-04-01,901,0318,Hypertensie
1.0,2017-04-18,2017-04-01,4002,0305,Corpus alienum perforerend
1.0,2017-04-18,2017-04-01,1405,0316,myocarditis
1.0,2017-04-18,2017-04-01,825,0303,Colonatresie
1.0,2017-04-18,2017-04-01,524,0313,Sjögren
1.0,2017-04-18,2017-04-01,507,0304,"Abces drainage, kleine necrotectomie"
1.0,2017-04-18,2017-04-01,132,0362,Arteria pulmonalis
1.0,2017-04-18,2017-04-01,1601,0308,Cranioplastiek
1.0,2017-04-18,2017-04-01,456,0301,"Perforatie, alleen cornea"
1.0,2017-04-18,2017-04-01,3005,0305,Wervelkolom met ruggemergletsel
1.0,2017-04-18,2017-04-01,0213,0330,Secundair neoplasma extracerebraal (metastase)
1.0,2017-04-18,2017-04-01,121,0304,Facelift enkel of dubbelzijdig
1.0,2017-04-18,2017-04-01,7101,0316,Adipositas
1.0,2017-04-18,2017-04-01,409,0303,Vaat afwijkingen abdominaal / bekken
1.0,2017-04-18,2017-04-01,3029,0305,Metatarsalia
1.0,2017-04-18,2017-04-01,290,0303,Corpus alienum via natuurlijke opening
1.0,2017-04-18,2017-04-01,F99,0327,Overige orgaanaandoeningen
1.0,2017-04-18,2017-04-01,222,0362,Vena axillaris
1.0,2017-04-18,2017-04-01,501,0303,niertransplantatie
1.0,2017-04-18,2017-04-01,218,0303,"Femur, proximaal (+ collum)"
1.0,2017-04-18,2017-04-01,499,0313,Overige infecties
1.0,2017-04-18,2017-04-01,901,0313,Refluxziekte
1.0,2017-04-18,2017-04-01,2565,0328,AVR + MVR + TPL
1.0,2017-04-18,2017-04-01,251,0313,Gynecomastie
1.0,2017-04-18,2017-04-01,3328,0316,Voedingsproblemen / -fouten
1.0,2017-04-18,2017-04-01,1605,0316,tonusstoornissen
1.0,2017-04-18,2017-04-01,36,0302,Sinusitis
1.0,2017-04-18,2017-04-01,193,0304,"Continuiteitsherstel n. facialis met transplantaat, cross-face zenuw- transplant., jump anast."
1.0,2017-04-18,2017-04-01,802,0313,Maligniteit CZS (primair)
1.0,2017-04-18,2017-04-01,302,0362,Speekselklieren
1.0,2017-04-18,2017-04-01,304,0362,Bijschildklieren
1.0,2017-04-18,2017-04-01,3407,0316,Endocarditis
1.0,2017-04-18,2017-04-01,M11,0307,Maligniteit vulva
1.0,2017-04-18,2017-04-01,09,0320,acuut myocardinfarct (q/non-q) voorwand
1.0,2017-04-18,2017-04-01,244,0335,Depressieve stoornissen
1.0,2017-04-18,2017-04-01,52,0320,"verminderde  LV functie, asymptomatisch"
1.0,2017-04-18,2017-04-01,1810,0305,Collateraal bandlesie
1.0,2017-04-18,2017-04-01,0714,0327,Chronische Pijnsyndroom WPN 4
1.0,2017-04-18,2017-04-01,704,0324,CCCS / cervicobrachialgie
1.0,2017-04-18,2017-04-01,B27,0327,Prothesevoor. non recente beenamputatie
1.0,2017-04-18,2017-04-01,202,8418,Heup revisie
1.0,2017-04-18,2017-04-01,0313,0327,CVA
1.0,2017-04-18,2017-04-01,915,0313,Ongecompliceerd ulcus duodeni
1.0,2017-04-18,2017-04-01,09,0329,Nagebootste stoornissen
1.0,2017-04-18,2017-04-01,1495,0305,Instabiliteit schoudergordel/bovenarm
1.0,2017-04-18,2017-04-01,1830,0305,Achterste kruisbandlesie
1.0,2017-04-18,2017-04-01,81,0302,Congenitale afwijkingen hals
1.0,2017-04-18,2017-04-01,2095,0305,Instabiliteit enkel
1.0,2017-04-18,2017-04-01,2097,0305,Aangeboren afwijking enkel en voet
1.0,2017-04-18,2017-04-01,707,0324,Fibromyalgie
1.0,2017-04-18,2017-04-01,1303,0322,Tumoren NSCLC
1.0,2017-04-18,2017-04-01,A34,0327,Aandoening arm/hand klasse 4
1.0,2017-04-18,2017-04-01,6102,0316,ALL (zelfstandige behandeling)
1.0,2017-04-18,2017-04-01,061,0306,Torsio testis
1.0,2017-04-18,2017-04-01,1297,0305,Aangeboren afwijking cervicale wervelkolom
1.0,2017-04-18,2017-04-01,C22,0327,DCD gecompliceerd
1.0,2017-04-18,2017-04-01,101,8418,CVA
1.0,2017-04-18,2017-04-01,310,0324,Arteriitis temporalis
1.0,2017-04-18,2017-04-01,073,0389,Sympatalgiforme lage rugklacht
1.0,2017-04-18,2017-04-01,V00,0307,Spoedeisend consult verloskunde
1.0,2017-04-18,2017-04-01,114,0318,duodenumsonde
1.0,2017-04-18,2017-04-01,2715,0308,Chordotomie (open of percutaan) en DREZ-laesies
1.0,2017-04-18,2017-04-01,174,0303,Retentio testis / torsio testis (orchidopexie)
1.0,2017-04-18,2017-04-01,92,0302,Acute luchtwegobstructie
1.0,2017-04-18,2017-04-01,1580,0328,Bronchus/trachea ruptuur
1.0,2017-04-18,2017-04-01,312,0304,"Verwonding, hechten, wondtoilet, transplantatie/transpositie < 0.5%, evt. met osteosynthese"
1.0,2017-04-18,2017-04-01,136,0304,Ooglidreconstructie
1.0,2017-04-18,2017-04-01,311,0389,Epiduraal niet gerelateerd aan OK (incl. bloodpatch)
1.0,2017-04-18,2017-04-01,132,0303,Carpaal tunnel syndroom
1.0,2017-04-18,2017-04-01,424,0313,TBC
1.0,2017-04-18,2017-04-01,2340,0328,Pulmonaalklepplastiek/-vervanging
1.0,2017-04-18,2017-04-01,4007,0316,Polyurie / polydipsie (oa. diabetes insipidus)
1.0,2017-04-18,2017-04-01,264,0362,Vena renalis
1.0,2017-04-18,2017-04-01,4840,0308,"Poliklinische behandeling, meerdere consulten omvattend, niet chronisch"
1.0,2017-04-18,2017-04-01,610,0303,ATLS-opvang trauma ISS <16
1.0,2017-04-18,2017-04-01,505,0313,"Acuut reuma, post-streptococcen syndroom"
1.0,2017-04-18,2017-04-01,841,0313,Maligniteit bot en gewrichtskraakbeen
1.0,2017-04-18,2017-04-01,15,0310,Naevi (alle vormen)
1.0,2017-04-18,2017-04-01,0503,0330,Tremoren
1.0,2017-04-18,2017-04-01,1482,0305,Congenitale claviculaire pseudartrose
1.0,2017-04-18,2017-04-01,230,0304,Overige technieken bij mammareconstructie
1.0,2017-04-18,2017-04-01,7502,0316,Inborn errors of metabolism met retardatie
1.0,2017-04-18,2017-04-01,063,0306,Maldescensus/retractiele testis
1.0,2017-04-18,2017-04-01,113,0324,Palindroom reuma
1.0,2017-04-18,2017-04-01,511,8418,Neuromusculaire aandoeningen
1.0,2017-04-18,2017-04-01,305,0324,Sclerodermie
1.0,2017-04-18,2017-04-01,318,0324,Morbus Takayasu
1.0,2017-04-18,2017-04-01,24,0310,Varices
1.0,2017-04-18,2017-04-01,55,0302,Globus / slikklachten
1.0,2017-04-18,2017-04-01,508,0304,"Excisie 1-3 benigne tumoren / naevi niet in FG, littekencorrectie niet FG met transpositie of transplantatie < 1%"
1.0,2017-04-18,2017-04-01,105,0361,Mamma tumoren
1.0,2017-04-18,2017-04-01,92,0320,vetstofwisselingsstoornissen
1.0,2017-04-18,2017-04-01,101,0362,Stroomgebied carotis interna
1.0,2017-04-18,2017-04-01,3207,0316,Laryngotracheobronchitis
1.0,2017-04-18,2017-04-01,609,0320,Overige vaataandoeningen / afwijkingen
1.0,2017-04-18,2017-04-01,4830,0308,Eenmalig poliklinisch of klinisch consult m.u.v. second opinion
1.0,2017-04-18,2017-04-01,7810,0316,Virale infectie / viremie NNO
1.0,2017-04-18,2017-04-01,220,0303,Patella
1.0,2017-04-18,2017-04-01,13,0302,"OMA, OME, tubadysfunctie"
1.0,2017-04-18,2017-04-01,493,0313,Primaire immuundeficiëntie nno
1.0,2017-04-18,2017-04-01,7301,0316,Congenitale oogafwijkingen
1.0,2017-04-18,2017-04-01,9999,0330,ICC
1.0,2017-04-18,2017-04-01,346,0362,Ovarium
1.0,2017-04-18,2017-04-01,1665,0305,Groeischijflesie verworven hand/pols
1.0,2017-04-18,2017-04-01,918,0313,Voedingsprobleem waarvoor endoscopische interventie (PEG/sonde)
1.0,2017-04-18,2017-04-01,928,0313,Ileus/volvulus
1.0,2017-04-18,2017-04-01,1484,0305,Congenitale stand- en lengteafwijking schoudergordel/bovenarm
1.0,2017-04-18,2017-04-01,53,0320,"CMP, hypertrofisch"
1.0,2017-04-18,2017-04-01,1891,0305,Overige enthesopathie knie
1.0,2017-04-18,2017-04-01,1896,0305,Posttraumatische afwijking knie
1.0,2017-04-18,2017-04-01,79,0306,Congenitale urethrapathologie
1.0,2017-04-18,2017-04-01,98,0306,Diverse urologische diagnose(n)
1.0,2017-04-18,2017-04-01,1971,0305,Overige congenitale afwijking onderbeen
1.0,2017-04-18,2017-04-01,2025,0305,Enthesiopathie
1.0,2017-04-18,2017-04-01,602,0303,Multitrauma ISS >= 16
1.0,2017-04-18,2017-04-01,716,0324,Raynaud fenomeen
1.0,2017-04-18,2017-04-01,3109,0316,Allergische aandoeningen luchtwegen
1.0,2017-04-18,2017-04-01,1307,0322,Overige tumoren
1.0,2017-04-18,2017-04-01,058,0306,Overige (niet congenitale) penispathologie
1.0,2017-04-18,2017-04-01,105,0324,Reactieve artritis
1.0,2017-04-18,2017-04-01,E1,0326,Voeding
1.0,2017-04-18,2017-04-01,25,0306,Lymfnodi uretertumor
1.0,2017-04-18,2017-04-01,H4,0326,Hyper IgE syndroom
1.0,2017-04-18,2017-04-01,2015,0328,Misvorming van coronairvaten
1.0,2017-04-18,2017-04-01,53,0306,Peyronie/kromstand
1.0,2017-04-18,2017-04-01,B40,0307,"Overige begeleiding partus in de tweede lijn, inclusief complicaties, nazorg en nacontrole"
1.0,2017-04-18,2017-04-01,7923,0316,Lever- en pancreastransplantatietraject ontvanger
1.0,2017-04-18,2017-04-01,53,0302,Dysfonie
1.0,2017-04-18,2017-04-01,3515,0316,Neuromusculaire aandoeningen
1.0,2017-04-18,2017-04-01,937,0313,Prikkelbare darmsyndroom
1.0,2017-04-18,2017-04-01,18,0329,V71.09 Geen Diagnose
1.0,2017-04-18,2017-04-01,2201,0308,"Wervelkolom, epiduraal of subduraal hematoom: operatieve behandeling"
1.0,2017-04-18,2017-04-01,201,0362,Sinus cavernosus
1.0,2017-04-18,2017-04-01,207,0303,Humerus proximaal en schacht
1.0,2017-04-18,2017-04-01,416,0303,Aneurysma onderste extremiteit
1.0,2017-04-18,2017-04-01,F21,0327,Hart/bloedvaten 1
1.0,2017-04-18,2017-04-01,314,0389,Beademing intensive care
1.0,2017-04-18,2017-04-01,605,0303,Incongruentie genderidentiteit
1.0,2017-04-18,2017-04-01,009,0306,ICC
1.0,2017-04-18,2017-04-01,401,0303,Arteritis temporalis
1.0,2017-04-18,2017-04-01,164,0304,"Correctie congenitale oorafwijking, cupears enkel- of dubbelzijdig"
1.0,2017-04-18,2017-04-01,421,0313,"Urineweginfectie (exclusief urosepsis, inclusief prostatitis)"
1.0,2017-04-18,2017-04-01,742,0313,Von Willebrandziekte
1.0,2017-04-18,2017-04-01,176,0303,"Phimosis, preputium afwijking"
1.0,2017-04-18,2017-04-01,706,0303,Brandwonden in gespecialiseerd brandwondencentrum met 50-59 % lichaamsoppervlak aangedaan
1.0,2017-04-18,2017-04-01,56,0302,Corpus alienum hypofarynx/oesofagus
1.0,2017-04-18,2017-04-01,1199,0305,Nno: Bot en weke delen tumoren
1.0,2017-04-18,2017-04-01,2105,0316,bloedingen in het maag-darm kanaal
1.0,2017-04-18,2017-04-01,161,0362,Aorta abdominalis
1.0,2017-04-18,2017-04-01,300,0304,Behandeling sympathisch reflex dystrofie (conservatief)
1.0,2017-04-18,2017-04-01,302,0304,"Abces incisie vingers, hand, haematoom ontlasting, (pees)panaritium"
1.0,2017-04-18,2017-04-01,1040,0305,Stofwisselingsstoornissen
1.0,2017-04-18,2017-04-01,3108,0316,Sinusitis
1.0,2017-04-18,2017-04-01,0102,0330,Meningitis niet-bacterieel
1.0,2017-04-18,2017-04-01,6203,0316,Immuundeficiënties (overige)
1.0,2017-04-18,2017-04-01,191,0362,Arteria femoralis communis
1.0,2017-04-18,2017-04-01,306,0318,Zenker¿s divertikel
1.0,2017-04-18,2017-04-01,719,0318,voorbereiding levertransplantatie (donor)
1.0,2017-04-18,2017-04-01,335,0304,Inbrengen silastic rod
1.0,2017-04-18,2017-04-01,184,0304,Le Fort II of III of osteotomie en distractie
1.0,2017-04-18,2017-04-01,7110,0316,Kleine lichaamslengte / afbuigende lengtegroeicurve
1.0,2017-04-18,2017-04-01,704,0318,hepatitis B of C zonder antivirale therapie
1.0,2017-04-18,2017-04-01,1053,0305,Hereditaire multipele exostosen (HME)
1.0,2017-04-18,2017-04-01,1411,0316,huid / navel / borstklier
1.0,2017-04-18,2017-04-01,2510,0328,Aortawortelvervanging
1.0,2017-04-18,2017-04-01,843,0313,Maligniteit weke delen
1.0,2017-04-18,2017-04-01,2685,0328,Grawitz met RA-ingroei
1.0,2017-04-18,2017-04-01,1501,0308,Aangezichtspijn: perifere behandeling (o.a. perifere neurectomie)
1.0,2017-04-18,2017-04-01,334,0362,Pancreas
1.0,2017-04-18,2017-04-01,221,0335,Endocriene en voedingsstoornissen
1.0,2017-04-18,2017-04-01,02,0320,"PODB, mogelijk AP"
1.0,2017-04-18,2017-04-01,870,0303,Overige congenitale aandoeningen
1.0,2017-04-18,2017-04-01,4110,0328,ICC
1.0,2017-04-18,2017-04-01,313,0313,HUS (exclusief TTP)
1.0,2017-04-18,2017-04-01,2003,0305,Loslating/infectie/malpositie prothese enkel en voet
1.0,2017-04-18,2017-04-01,7704,0316,Bedreigde ademhaling/hartstilstand
1.0,2017-04-18,2017-04-01,074,0306,Urethrasteen/corpus alienum
1.0,2017-04-18,2017-04-01,077,0306,Urethradivertikel
1.0,2017-04-18,2017-04-01,6115,0316,Retinoblastoom
1.0,2017-04-18,2017-04-01,H1,0326,Mastocytose
1.0,2017-04-18,2017-04-01,304,8418,Traumatische wervelfractuur
1.0,2017-04-18,2017-04-01,501,8418,Hartaandoening
1.0,2017-04-18,2017-04-01,9906,0322,Longrevalidatie
1.0,2017-04-18,2017-04-01,733,0318,cholangitis
1.0,2017-04-18,2017-04-01,4835,0308,Eenmalig poliklinisch of klinisch consult i.v.m. second opinion
1.0,2017-04-18,2017-04-01,800,0318,Niet classificeerbare diversen
1.0,2017-04-18,2017-04-01,0432,0330,Retardatie met cerebrale afwijkingen
1.0,2017-04-18,2017-04-01,G18,0307,Anticonceptie
1.0,2017-04-18,2017-04-01,1599,0316,overige immunologische en hematologische stoornissen
1.0,2017-04-18,2017-04-01,7299,0316,"Syndromen, overige dysmorfe"
1.0,2017-04-18,2017-04-01,107,0301,Systemische aandoening zonder oogheelkundige pathologie
1.0,2017-04-18,2017-04-01,354,0362,Overig axiaal skelet
1.0,2017-04-18,2017-04-01,312,0313,geaccelereerde hypertensie / hypertensieve crise
1.0,2017-04-18,2017-04-01,6003,0316,"Anemie, overig"
1.0,2017-04-18,2017-04-01,59,0320,andere structurele afwijkingen van het hart
1.0,2017-04-18,2017-04-01,61,0306,Torsio testis
1.0,2017-04-18,2017-04-01,1806,0305,Discoïde meniscus
1.0,2017-04-18,2017-04-01,0243,0330,Secundaire Leptomeningeale maligniteit
1.0,2017-04-18,2017-04-01,8915,0316,Apneus
1.0,2017-04-18,2017-04-01,1514,0322,Multiresistente Tuberculose
1.0,2017-04-18,2017-04-01,086,0306,Cloacale exstrofie
1.0,2017-04-18,2017-04-01,B4,0326,B1 met oral allergy en eczeem/urticaria
1.0,2017-04-18,2017-04-01,88,0302,Maligne huidtumoren hoofd/hals
1.0,2017-04-18,2017-04-01,804,0320,Follow-up na ICD-implantatie of bij drager van uitwendige cardioversie-defibrillator (LifeVest)
1.0,2017-04-18,2017-04-01,2203,0316,vethuishouding
1.0,2017-04-18,2017-04-01,338,0303,Rectum prolaps
1.0,2017-04-18,2017-04-01,121,0313,Cerebrovasculair accident /TIA
1.0,2017-04-18,2017-04-01,459,0301,Overige pathologie cornea
1.0,2017-04-18,2017-04-01,3001,0305,Schedel
